最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.0,60.2,B-良好,全天候/熊市优/震荡优,266.7,12.9,24.3,5.5,7.5,10,004937,中航混改精选混合C,稀土永磁,2020-02-18 ~ 2026-03-20,1480,33.88,5.09,-20.33,-3.8,54.21,11.82,51.88,2023-07-31,2024-01-22,583,0.68,0.43,1.108,9.15,-9.78,53.4,35,252,46.8,50.0,47.06,-17.36,2.71,0.0,-19.01,27.71,1200.57,-331.91,49,19,27.6,98.8,1.2,34.5,30,97,3521.78,12714.48,673.39,13387.87,1,8.69,32.26,3,-8.46,-48.17,9,30.77,4.2,0,1440,40,0,4,23,1,2,83,0,0,4,1,1,3,0,1,1,21,16,7,7,12,20,30,2,2,0,0,0,8,7,1,16,14,0,0,23,95.7,531.12,23.09,83,0.0,-749.9,-9.03,1,100.0,129.67,129.67,21,100.0,199.2,9.49,16,81.2,328.43,20.53,7,100.0,2982.98,426.14,7,85.7,96.1,13.73,12,83.3,182.55,15.21,20,0.0,-885.69,-44.28,30,80.0,892.04,29.73,2,0.0,-98.76,-49.38,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,-296.72,-18.55,14,100.0,210.76,15.05
1.1,47.0,C-一般,全天候/熊市优/震荡优,86.4,3.5,20.7,6.5,6.3,10,011035,嘉实中证稀土产业ETF联接A,稀土永磁,2021-09-02 ~ 2026-03-20,1101,11.18,2.45,12.94,2.82,-1.76,20.87,56.2,2021-09-13,2024-02-05,934,0.28,0.12,1.364,9.49,-8.65,49.9,35,237,57.8,41.8,30.66,-37.6,0.82,0.04,-50.72,26.36,937.98,-259.24,29,39,32.7,99.0,1.0,20.5,19,93,1117.69,11116.58,1.08,11117.66,3,23.78,85.05,2,-13.25,-31.27,5,2.23,-25.14,0,1060,41,1,2,42,3,0,63,1,0,4,1,1,1,2,2,2,17,6,12,6,30,14,36,3,0,0,1,0,9,5,0,4,4,0,0,42,69.0,361.83,8.62,63,0.0,-1712.44,-27.18,2,100.0,0.25,0.12,17,88.2,169.94,10.0,6,83.3,26.09,4.35,12,100.0,2033.34,169.44,6,100.0,15.92,2.65,30,96.7,360.84,12.03,14,0.0,-836.47,-59.75,36,97.2,1120.76,31.13,0,0,0,0,0,0,0,0,1,0.0,-46.13,-46.13,0,0,0,0,4,0.0,-488.22,-122.06,4,100.0,111.98,28.0
0.85,71.9,A-极佳,震荡优,17.6,29.4,22.7,3.1,6.7,10,019875,广发稀有金属ETF联接C,稀土永磁,2024-01-25 ~ 2026-03-20,518,15.5,7.26,88.06,35.97,-72.56,7.41,25.32,2024-10-08,2025-01-03,243,0.74,0.98,1.476,8.31,-8.39,51.8,12,93,75.3,44.4,29.36,-35.08,0.84,1.11,-0.05,52.74,414.67,-294.96,10,18,15.6,98.8,1.2,19.5,18,57,1599.1,10367.11,1183.3,11550.41,2,5.68,82.06,0,0,0,3,9.17,-1.39,0,504,14,0,1,19,0,1,8,1,0,1,0,0,0,2,0,1,10,2,3,1,17,3,18,1,0,0,0,2,2,1,1,0,9,0,1,19,84.2,340.96,17.95,8,0.0,-0.9,-0.11,1,100.0,13.69,13.69,10,70.0,88.0,8.8,2,100.0,11.78,5.89,3,100.0,213.34,71.11,1,100.0,7.11,7.11,17,88.2,1037.1,61.01,3,0.0,-296.6,-98.87,18,88.9,82.49,4.58,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-158.52,-79.26,0,0,0,0,9,100.0,260.65,28.96
1.05,49.2,C-一般,全天候/熊市优/震荡优,30.0,4.2,21.8,6.7,6.5,10,014332,华泰柏瑞中证稀土产业ETF发起式联接C,稀土永磁,2022-01-14 ~ 2026-03-20,1013,9.66,2.32,32.25,7.2,-22.59,16.48,50.15,2022-08-15,2024-02-05,714,0.27,0.14,1.301,9.48,-8.22,50.7,27,175,58.3,43.1,36.72,-44.13,0.83,0.06,-63.53,36.86,472.75,-191.61,26,35,33.4,98.7,1.3,28.3,32,93,965.59,10964.73,0.81,10965.54,3,18.17,84.93,2,-15.29,-30.14,4,7.97,-11.39,0,981,32,1,3,15,2,1,47,1,0,2,1,0,0,2,2,2,12,3,10,3,28,12,34,3,0,0,0,0,7,1,1,4,5,0,0,15,73.3,127.49,8.5,47,0.0,-1782.88,-37.93,2,100.0,0.4,0.2,12,91.7,124.1,10.34,3,100.0,9.69,3.23,10,90.0,1114.38,111.44,3,100.0,2.48,0.83,28,92.9,232.86,8.32,12,0.0,-757.93,-63.16,34,94.1,1938.79,57.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-239.38,-59.84,5,100.0,195.59,39.12
0.95,44.1,C-一般,全天候/熊市优/震荡优,98.4,2.6,20.6,4.7,6.2,10,014111,嘉实中证稀有金属主题ETF发起联接C,稀土永磁,2022-01-04 ~ 2026-03-20,1021,8.06,1.93,8.19,1.96,-0.13,22.11,58.87,2022-02-28,2024-08-23,939,0.24,0.09,1.419,8.83,-8.32,50.0,28,204,46.6,41.2,36.72,-28.82,1.27,0.0,-46.01,50.92,437.31,-205.87,40,17,23.5,98.4,1.6,21.0,23,56,807.81,10771.53,34.71,10806.24,2,7.7,83.6,4,-18.29,-65.64,3,20.47,15.66,0,985,36,1,2,16,0,1,73,1,0,1,1,0,1,4,0,1,7,7,5,1,37,20,28,3,1,0,0,0,6,4,1,0,8,2,0,16,100.0,746.26,46.64,73,0.0,-1702.74,-23.33,1,100.0,0.28,0.28,7,100.0,255.22,36.46,7,71.4,203.9,29.13,5,80.0,356.01,71.2,1,100.0,112.45,112.45,37,83.8,1275.83,34.48,20,0.0,-977.74,-48.89,28,78.6,284.86,10.17,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100.0,253.48,31.68
0.8,69.1,B-良好,震荡优,16.7,26.7,22.2,3.0,7.2,10,019874,广发稀有金属ETF联接A,稀土永磁,2024-01-25 ~ 2026-03-20,518,14.94,7.01,89.25,36.39,-74.31,7.88,25.23,2024-10-08,2025-09-23,243,0.72,0.89,1.476,8.32,-8.39,52.0,10,78,75.6,48.1,33.73,-32.0,1.05,1.39,-0.27,55.07,415.31,-205.63,9,18,14.8,98.8,1.2,12.7,7,35,1542.15,10310.11,1183.76,11493.87,2,5.05,82.48,0,0,0,3,9.31,-1.06,0,505,13,0,1,12,0,1,9,1,0,0,0,0,0,2,0,1,5,2,2,0,16,3,17,1,0,0,0,2,2,1,0,0,9,0,1,12,100.0,333.6,27.8,9,0.0,-83.11,-9.23,1,100.0,13.75,13.75,5,100.0,79.81,15.96,2,100.0,11.81,5.91,2,100.0,158.88,79.44,0,0,0,0,16,87.5,1039.29,64.96,3,0.0,-206.51,-68.84,17,82.4,88.04,5.18,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-158.43,-79.22,0,0,0,0,9,100.0,265.02,29.45
1.2,44.5,C-一般,熊市优,76.0,2.7,19.6,5.9,6.3,10,011036,嘉实中证稀土产业ETF联接C,稀土永磁,2021-09-02 ~ 2026-03-20,1101,9.45,2.09,12.43,2.72,-2.98,23.51,56.31,2022-08-15,2024-09-18,714,0.25,0.09,1.364,9.49,-8.66,49.9,31,189,55.0,41.8,37.75,-38.23,0.99,0.02,-52.44,29.05,732.89,-322.89,48,38,29.5,99.1,0.9,21.9,20,67,944.76,10943.18,1.54,10944.72,3,30.11,84.86,2,-13.52,-31.35,5,-5.22,-25.35,0,1060,41,0,1,20,4,2,59,2,0,3,1,0,1,2,3,2,14,4,11,4,21,14,30,1,0,0,0,0,7,4,0,5,5,0,0,20,95.0,219.79,10.99,59,0.0,-1352.07,-22.92,2,100.0,0.25,0.12,14,85.7,209.78,14.98,4,100.0,37.03,9.26,11,100.0,1421.03,129.18,4,100.0,10.18,2.54,21,100.0,277.77,13.23,14,0.0,-1070.58,-76.47,30,86.7,1650.96,55.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-559.08,-111.82,5,100.0,99.7,19.94
1.1,44.5,C-一般,熊市优,3.8,0.4,23.0,4.3,6.8,10,013943,华宝中证稀有金属指数增强发起C,稀土永磁,2022-01-28 ~ 2026-03-20,1003,0.93,0.23,24.22,5.6,-23.29,17.17,60.93,2022-02-28,2024-02-05,942,0.07,0.01,1.444,9.05,-8.28,49.8,26,211,40.8,45.1,35.52,-26.21,1.36,-0.02,-41.79,31.94,383.78,-388.22,39,24,21.7,98.9,1.1,16.6,12,58,93.18,7893.19,2200.0,10093.19,3,16.84,112.58,4,-9.2,-70.01,2,-5.34,10.17,0,962,41,3,0,26,1,0,91,0,0,3,2,0,0,0,0,2,13,2,2,0,3,20,39,5,1,0,0,3,6,4,0,3,6,2,0,26,88.5,791.59,30.45,91,0.0,-1689.51,-18.57,2,100.0,2.19,1.09,13,84.6,213.51,16.42,2,100.0,32.49,16.25,2,100.0,173.65,86.83,0,0,0,0,3,100.0,420.01,140.0,20,0.0,-1002.28,-50.11,39,94.9,1246.85,31.97,1,0.0,-158.15,-158.15,0,0,0,0,0,0,0,0,3,0.0,-6.53,-2.18,3,0.0,-104.99,-35.0,6,100.0,174.35,29.06
0.9,49.1,C-一般,全天候/熊市优/震荡优,18.2,12.0,15.6,4.8,6.7,10,019088,工银中证稀有金属主题ETF发起式联接C,稀土永磁,2023-11-09 ~ 2026-03-20,573,14.26,6.04,78.2,28.93,-63.94,15.14,26.34,2023-11-20,2024-08-23,241,0.55,0.4,1.438,8.87,-8.13,52.0,15,100,62.0,44.8,60.83,-73.28,0.83,0.11,-41.17,92.89,778.96,-602.9,17,21,23.8,97.4,2.6,14.9,16,31,1426.36,9226.33,2200.0,11426.33,2,10.3,84.63,1,-5.6,-11.93,3,10.82,4.28,0,560,13,1,2,12,2,1,23,1,0,0,0,1,0,0,0,1,4,3,2,0,10,8,31,2,0,0,0,0,3,2,0,1,5,0,0,12,91.7,191.13,15.93,23,0.0,-597.11,-25.96,1,100.0,7.23,7.23,4,75.0,95.35,23.84,3,100.0,33.62,11.21,2,100.0,779.76,389.88,0,0,0,0,10,80.0,131.68,13.17,8,0.0,-1608.25,-201.03,31,93.5,2335.58,75.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-139.7,-139.7,5,100.0,197.07,39.41
0.99,53.29,,,68.2,10.49,21.17,4.94,6.69,10.0,---,【稀土永磁】平均,稀土永磁,,,13.1,3.82,36.13,13.09,-23.04,15.82,45.69,,,617.0,0.42,0.35,1.38,9.0,-8.54,51.06,24.3,171.0,57.58,44.48,38.71,-36.97,1.05,0.3,-35.0,44.84,641.58,-311.47,29.67,25.44,24.73,98.66,1.34,21.1,19.67,65.22,1335.38,,,11309.54,2.33,14.04,81.38,2.0,-9.29,-32.06,4.11,8.91,-3.34,0.8,1.8,20.6,1.4,1.0,50.7,0.9,0.0,2.0,0.8,0.3,0.7,1.6,0.9,1.4,11.4,5.0,6.0,2.4,19.3,12.7,29.2,2.3,0.4,0.0,0.1,0.8,5.6,3.2,0.4,3.7,7.2,0.4,0.2,20.6,85.9,404.86,19.7,50.7,0.0,-1074.52,-21.21,1.4,100.0,18.63,12.9,11.4,89.3,159.43,13.93,5.0,86.7,77.2,15.44,6.0,96.3,1025.93,170.99,2.4,95.5,27.14,11.1,19.3,90.2,550.88,28.49,12.7,0.0,-849.12,-67.04,29.2,89.4,1071.15,36.66,0.4,0.0,-28.55,-64.23,0.0,0.0,0.0,0.0,0.1,0.0,-5.13,-46.13,0.8,0.0,-35.94,-46.21,3.7,0.0,-203.12,-55.4,7.2,100.0,196.51,27.21
1.0,55.3,B-良好,全天候/熊市优/牛市可/震荡优,69.5,15.5,18.8,5.5,5.5,10,017840,银华清洁能源产业混合C,储能,2023-07-26 ~ 2026-03-20,643,19.9,7.37,28.64,10.37,-8.74,14.23,31.74,2023-08-04,2024-02-05,495,0.81,0.52,1.168,9.73,-10.05,52.7,16,114,54.4,36.4,43.74,-26.39,1.66,0.01,-29.01,44.01,771.58,-217.62,13,14,27.5,98.6,1.4,15.3,17,33,1788.36,9565.9,2423.93,11989.83,1,18.7,36.22,1,-4.3,-14.09,4,5.66,10.11,0,638,5,0,2,16,0,0,26,1,0,0,0,0,0,0,3,0,4,6,2,0,19,6,29,2,2,0,0,0,4,2,2,1,3,0,0,16,62.5,283.93,17.75,26,0.0,-385.39,-14.82,0,0,0,0,4,75.0,1.67,0.42,6,66.7,500.03,83.34,2,100.0,775.99,388.0,0,0,0,0,19,78.9,98.88,5.2,6,0.0,-438.42,-73.07,29,86.2,1038.92,35.82,2,0.0,-2.75,-1.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-97.15,-97.15,3,100.0,12.65,4.22
1.0,49.3,C-一般,全天候/熊市优/震荡优,100.0,6.8,20.8,5.4,6.3,10,017037,嘉实低碳精选混合发起式C,储能,2023-02-02 ~ 2026-03-20,761,13.7,4.34,2.52,0.83,11.18,19.17,52.16,2023-02-03,2024-02-20,406,0.46,0.23,1.279,12.52,-11.99,52.1,21,117,52.1,42.1,55.84,-45.9,1.22,0.01,-56.33,65.72,1195.7,-200.22,35,14,27.1,98.7,1.3,19.1,7,74,1294.8,10934.69,435.27,11369.96,2,19.04,65.51,3,-15.25,-53.46,2,11.49,7.09,0,723,38,1,2,18,0,0,24,2,0,0,0,1,0,2,1,0,9,6,2,2,16,21,17,3,0,0,0,0,4,2,2,1,1,1,0,18,83.3,679.3,37.74,24,0.0,-685.33,-28.56,0,0,0,0,9,77.8,42.91,4.77,6,83.3,16.75,2.79,2,100.0,180.29,90.14,2,100.0,4.26,2.13,16,87.5,671.54,41.97,21,0.0,-1379.9,-65.71,17,88.2,1778.16,104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-46.03,-46.03,1,100.0,32.85,32.85
0.8,45.7,C-一般,全天候/熊市优/震荡优,85.6,3.8,20.7,4.6,6.6,10,014766,中欧碳中和混合发起C,储能,2022-04-20 ~ 2026-03-20,952,10.74,2.74,12.55,3.18,-1.81,21.69,58.06,2022-08-18,2024-02-05,742,0.31,0.13,1.522,11.39,-12.19,51.4,20,134,50.0,43.8,48.66,-37.16,1.31,0.01,-53.14,52.66,781.33,-255.15,34,16,22.9,99.1,0.9,25.4,25,75,1067.96,10909.57,164.64,11074.21,3,26.84,95.89,3,-17.75,-54.08,3,4.07,-8.5,0,908,44,1,3,8,1,1,41,0,0,1,0,0,0,0,1,2,7,5,1,1,15,14,25,1,0,0,0,2,5,3,2,2,11,0,1,8,87.5,438.41,54.8,41,0.0,-880.05,-21.46,2,50.0,10.42,5.21,7,100.0,354.38,50.63,5,60.0,197.49,39.5,1,100.0,0.03,0.03,1,100.0,0.56,0.56,15,93.3,378.38,25.23,14,0.0,-1129.32,-80.67,25,88.0,1708.57,68.34,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-113.95,-56.98,2,0.0,-69.05,-34.52,11,100.0,172.09,15.64
1.3,44.2,C-一般,全天候/熊市优/震荡优,48.9,3.8,16.8,6.5,7.1,10,011261,金鹰新能源混合C,储能,2021-05-17 ~ 2026-03-20,1178,17.37,3.49,35.53,6.72,-18.16,27.3,51.88,2021-07-13,2024-02-05,1042,0.41,0.13,1.249,8.57,-7.79,50.4,25,196,49.5,47.5,47.54,-34.65,1.37,0.0,-45.49,38.08,894.93,-238.59,38,24,32.3,97.9,2.1,25.0,23,82,1735.86,11728.44,8.49,11736.93,3,28.39,77.38,3,-13.08,-43.66,5,3.59,10.58,0,1144,34,0,3,17,2,1,65,2,0,1,0,0,0,4,1,3,12,5,5,0,42,12,27,1,0,0,0,0,6,2,0,6,2,2,0,17,82.4,427.46,25.14,65,0.0,-1945.03,-29.92,3,66.7,229.98,76.66,12,58.3,26.39,2.2,5,100.0,2.55,0.51,5,80.0,164.87,32.97,0,0,0,0,42,92.9,1519.9,36.19,12,0.0,-296.03,-24.67,27,88.9,2149.33,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,-634.86,-105.81,2,100.0,91.3,45.65
1.15,40.1,C-一般,全天候/熊市优/牛市可,57.3,0,17.5,6.3,6.3,10,012355,南方新能源产业趋势混合C,储能,2021-12-01 ~ 2026-03-20,1044,-11.95,-3.03,-27.99,-7.62,16.04,28.82,57.86,2021-12-13,2024-02-05,1035,-0.25,-0.11,1.24,8.95,-10.09,51.5,26,195,35.9,42.3,37.14,-34.89,1.06,-1.16,-56.91,14.66,762.02,-244.06,35,18,31.7,98.9,1.1,19.0,7,92,-1273.04,7492.65,1312.21,8804.86,1,16.23,32.93,3,-22.42,-57.09,6,-4.28,3.44,0,1008,36,1,2,14,1,0,88,2,0,1,0,1,1,2,0,2,2,10,3,11,27,16,13,4,0,0,0,2,7,3,1,5,2,0,0,14,57.1,240.2,17.16,88,0.0,-2295.18,-26.08,2,100.0,82.84,41.42,2,100.0,75.96,37.98,10,90.0,63.25,6.33,3,100.0,49.79,16.6,11,81.8,86.49,7.86,27,81.5,337.24,12.49,16,0.0,-881.34,-55.08,13,100.0,1616.48,124.34,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-263.45,-131.72,5,0.0,-432.89,-86.58,2,100.0,47.57,23.79
1.05,46.92,,,72.26,5.98,18.92,5.66,6.36,10.0,---,【储能】平均,储能,,,9.95,2.98,10.25,2.7,-0.3,22.24,50.34,,,744.0,0.35,0.18,1.29,10.23,-10.42,51.62,21.6,151.2,48.38,42.42,46.58,-35.8,1.3,-0.23,-48.18,43.03,881.11,-231.13,31.0,17.2,28.3,98.64,1.36,20.76,15.8,71.2,922.79,,,10995.16,2.0,21.84,61.59,2.6,-14.56,-44.48,4.0,4.11,4.54,0.6,2.4,14.6,0.8,0.4,48.8,1.4,0.0,0.6,0.0,0.4,0.2,1.6,1.2,1.4,6.8,6.4,2.6,2.8,23.8,13.8,22.2,2.2,0.4,0.0,0.0,0.8,5.2,2.4,1.4,3.0,3.8,0.6,0.2,14.6,74.0,413.86,28.35,48.8,0.0,-1238.2,-25.37,1.4,71.4,64.65,46.18,6.8,76.5,100.26,14.74,6.4,81.2,156.01,24.38,2.6,92.3,234.19,90.07,2.8,85.7,18.26,6.52,23.8,87.4,601.19,25.26,13.8,0.0,-825.0,-59.78,22.2,89.2,1658.29,74.7,0.4,0.0,-0.55,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-75.48,-94.35,3.0,0.0,-256.0,-85.33,3.8,100.0,71.29,18.76
0.8,80.2,A-极佳,震荡优,31.3,30,21.5,7.3,11.4,10,021740,前海开源黄金ETF联接C,黄金,2024-07-16 ~ 2026-03-20,406,24.25,14.43,77.48,42.77,-53.23,5.48,16.2,2024-10-30,2025-05-15,207,1.86,2.63,0.821,6.49,-11.07,45.3,8,44,95.5,76.2,61.95,0,999,2.65,0.01,101.5,995.74,0.0,0,29,36.6,98.5,1.5,55.8,72,111,2601.9,7962.01,4463.28,12425.29,2,15.56,50.45,0,0,0,2,7.41,12.84,0,406,0,0,2,2,1,1,0,2,0,0,0,0,0,0,0,1,1,4,2,1,7,0,25,0,0,0,0,0,2,0,0,0,1,0,0,2,100.0,152.7,76.35,0,0,0,0,1,100.0,9.16,9.16,1,100.0,48.08,48.08,4,100.0,0.12,0.03,2,100.0,1000.35,500.18,1,100.0,0.01,0.01,7,71.4,32.77,4.68,0,0,0,0,25,100.0,1312.33,52.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,46.38,46.38
1.15,76.7,A-极佳,震荡优,24.1,30,25,6.1,10.6,5,018392,南方上海金ETF联接C,黄金,2023-09-05 ~ 2026-03-20,614,25.39,9.73,105.49,34.39,-80.1,3.35,18.18,2024-04-12,2024-06-27,133,1.95,2.9,0.718,7.85,-12.37,43.4,10,55,83.6,71.0,58.95,0,999,1.41,0.0,220.59,617.61,0.0,0,24,30.6,97.6,2.4,74.1,105,141,2711.56,10856.58,1682.43,12539.01,4,20.22,70.92,0,0,0,2,3.09,7.49,0,614,0,0,0,9,1,0,0,2,0,0,0,0,0,0,1,1,0,6,5,0,9,0,25,2,0,0,0,0,2,1,0,0,0,1,0,9,66.7,395.41,43.93,0,0,0,0,1,100.0,17.32,17.32,0,0,0,0,6,33.3,0.04,0.01,5,100.0,841.01,168.2,0,0,0,0,9,88.9,18.41,2.05,0,0,0,0,25,96.0,1439.37,57.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,75.3,A-极佳,震荡优,23.6,30,22.0,8.7,9.6,5,016582,嘉实上海金ETF发起联接C,黄金,2023-04-20 ~ 2026-03-20,707,25.68,8.49,108.75,29.99,-83.07,5.71,17.88,2026-01-29,2026-03-20,149,1.33,1.49,0.666,7.36,-12.25,44.7,9,47,85.1,63.9,79.79,-192.21,0.42,0.25,0.0,246.91,1166.01,-208.05,2,29,43.3,98.3,1.7,82.9,105,235,2807.34,9667.32,2901.02,12568.34,4,23.87,69.72,0,0,0,3,0.25,10.18,0,707,0,0,2,4,0,1,0,0,0,0,0,0,0,1,2,1,4,2,3,0,11,1,20,1,0,1,0,0,2,0,0,0,0,0,0,4,100.0,7.7,1.93,0,0,0,0,1,100.0,1166.01,1166.01,4,100.0,0.15,0.04,2,50.0,0.01,0.01,3,100.0,697.66,232.55,0,0,0,0,11,81.8,765.01,69.55,1,0.0,-208.05,-208.05,20,90.0,555.21,27.76,0,0,0,0,1,0.0,-176.36,-176.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,73.1,A-极佳,震荡优,25.5,29.3,23.3,6.2,9.3,5,008702,华夏黄金ETF联接C,黄金,2020-08-21 ~ 2026-03-20,1353,31.49,5.23,123.73,16.18,-92.24,5.36,19.91,2020-09-01,2021-03-05,186,1.12,0.98,0.614,6.32,-11.47,48.5,22,161,73.3,61.8,33.41,-24.44,1.37,0.11,0.0,26.3,890.2,-126.28,10,18,31.2,99.4,0.6,64.5,58,145,3575.63,7343.12,5806.22,13149.34,4,20.99,72.87,0,0,0,8,7.57,15.42,0,1353,0,1,1,14,1,1,12,0,0,0,1,0,1,1,3,2,5,28,5,14,46,3,25,3,0,0,0,0,5,3,1,0,7,0,0,14,78.6,246.4,17.6,12,0.0,-164.41,-13.7,2,100.0,1097.37,548.68,5,100.0,47.37,9.47,28,67.9,168.18,6.01,5,100.0,907.11,181.42,14,92.9,43.04,3.07,46,76.1,652.39,14.18,3,0.0,-202.16,-67.39,25,84.0,697.64,27.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100.0,82.7,11.81
0.9,53.2,C-一般,震荡优,25.3,16.8,18.4,5.7,7.3,5,008143,工银黄金ETF联接C,黄金,2020-06-24 ~ 2026-03-20,1393,33.33,5.34,131.98,16.44,-98.65,9.56,20.65,2020-08-07,2023-10-09,882,0.95,0.56,0.611,6.46,-11.47,48.9,16,103,73.8,48.6,53.4,-21.66,2.47,0.1,-7.99,94.88,893.49,-80.57,8,25,28.7,99.0,1.0,72.3,101,253,3755.25,7522.77,5810.5,13333.27,4,27.24,73.99,0,0,0,9,3.0,18.14,0,1393,0,0,3,22,1,1,12,0,0,0,0,0,0,1,2,0,6,7,6,5,9,2,28,0,0,0,0,0,5,2,1,0,6,0,0,22,68.2,95.87,4.36,12,0.0,-191.73,-15.98,0,0,0,0,6,66.7,0.39,0.07,7,100.0,1.47,0.21,6,100.0,2277.33,379.56,5,100.0,4.49,0.9,9,88.9,650.6,72.29,2,0.0,-111.53,-55.77,28,89.3,816.19,29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100.0,212.17,35.36
